"frag_id"	"x"	"y"	"z"
1903	0.0293382903209001	0.0142731425733373	0.0071836584034521
1904	0.0269299366440249	0.0189995691447388	0.0064058630515487
1905	0.0267681428202867	0.0120480785720643	0.0126544983210389
1906	0.0223764542104895	-0.00075837223561127	0.019767865199981
1907	0.0187852852028041	-0.00784844928772836	0.0225006542312728
1908	0.0187060421959257	-0.00780154777254079	0.023737658338231
1909	0.0218180420338788	-0.00168233565826726	0.0204393438941981
1910	0.02521179148981	0.00790012538881105	0.0146259449816044
1911	0.0229187445214096	0.0159705183494599	0.011015910246362
1912	0.0221335352290548	0.020501596873869	0.00905796985724403
1913	0.0205811377254507	0.0230511351106848	0.00934785401954214
1914	0.0211038392494739	0.0207749543532141	0.0123594826452723
1915	0.023649476219566	0.00790457809899273	0.0190440975042827
1916	0.0160567080314589	-0.00437089411897897	0.0244729034383115
1917	0.00690389195893654	-0.0057291238154904	0.0260018023589092
1918	-0.000386798701037839	-0.00268555909707151	0.0260040841773821
1919	-0.00738335180141075	-0.00434945361631224	0.0266572004460668
1920	-0.0103034484326127	-0.00618681600674121	0.025269221128668
1921	-0.0109863474754982	-0.00433384858934216	0.0244157453345607
1922	-0.00972736545418311	-0.00206955988112195	0.0238180004012641
1923	-0.0096700138380823	-0.00345272122553542	0.0212615696527117
1924	-0.0111066447916859	-0.003502857396385	0.0212077659354443
1925	-0.0114870773536097	0.000478888604388861	0.0211191250171816
1926	-0.00685606369863739	0.00686688030139436	0.0175005740852878
1927	-0.000806514910228375	0.0131988976925762	0.0129381589527368
1928	-0.00029556763466758	0.0154449695408262	0.0105819902997879
1929	-0.00546149428036731	0.0136767694335109	0.0108738929254187
1930	-0.0124586808452561	0.0118707328085187	0.0114424382725972
1931	-0.0135272812456891	0.0128103380788222	0.0108894586409091
1932	-0.00892844668955525	0.0172868873903611	0.00581415773611335
1933	-0.00649913000756519	0.0199059721510108	0.00175045798192296
1934	0.00157065644536605	0.0212931607675308	0.00467774651480698
1935	-0.00510053772801799	0.0108235972266944	0.00642675411662922
1936	-0.0128382281994098	0.00791895931257603	0.00463349721300453
1937	-0.00414941245924134	0.018347470775375	0.00336051597461511
1938	-0.00545364671735832	0.0211904945175541	0.00127766623538968
1939	-0.00673552057668157	0.0219966685026416	-0.000871576240400665
1940	-0.00821125357664836	0.0204515907282171	-0.00113815623825025
1941	-0.00898384368257279	0.0215662470615847	0.00011275536305779
1942	-0.0108910178935265	0.0197892822039179	-0.00158367603922543
1943	-0.0160438669565783	0.0157809332250468	-0.002207841980066
1944	-0.0173260568554525	0.0133654138452199	-0.0010054950393628
1945	-0.017348950502107	0.00770325332153634	0.000601252081422871
1946	-0.0183974345096179	0.00333816925704789	0.00149564690068337
1947	-0.0202703772281544	0.000735128034243726	0.00227942294092077
1948	-0.0207379530384965	-0.00167155596627897	0.00206500725219476
1949	-0.0209152398961066	-0.000814902430815985	-0.00264215202033399
1950	-0.0203616128452952	-0.000854126781969686	-0.00440384225498893
1951	-0.0192830047856057	-0.00178384650845588	-0.00314992739267749
1952	-0.0185773198691607	-0.00176736122865864	-0.00172930434157781
1953	-0.017208170875836	-0.0021633787897229	-0.00180808582151027
1954	-0.0160923888395366	-0.00174815393359774	-0.00466489566532292
1955	-0.0153171254134444	-0.00309960288055406	-0.00656098189558105
1956	-0.0187993459309805	-0.00723239817206836	-0.00570752384338058
1957	-0.0203895786992688	-0.00664677404181495	-0.00705262060030409
1958	-0.0126620713014529	-0.000163593019226514	-0.0104562421115456
1959	-0.00514654494620084	0.0055042718378316	-0.0134472906230605
1960	-0.00438934610633443	0.00590824184383232	-0.0154750267750072
1961	-0.00460764067041427	0.00503962457422215	-0.0177859979323966
1962	-0.00473445756408864	0.00397932780652453	-0.0183306733407069
1963	-0.00300233400360963	0.00326863726001285	-0.0181918351092919
1964	-0.00205890013312909	0.0054620884335005	-0.017890076922586
1965	-0.00506710693180819	0.00509307788848063	-0.0173305656331207
1966	-0.00555298925099613	0.00188329231797458	-0.0192151794072908
1967	-0.00275693851525957	0.0000860696821989498	-0.0206770863504023
1968	-0.000785638548513655	0.00193167789117327	-0.0218897312451058
1969	-0.00156729207578188	0.000968871724856499	-0.0230062986017578
1970	-0.00167371619787988	-0.00292689440213172	-0.0204993808818902
1971	-0.00171072655162187	-0.00613733739405947	-0.0182923521496512
1972	-0.0000715795470014564	-0.00621950276188494	-0.0192799860105695
