"frag_id"	"x"	"y"	"z"
101	0.0202599308115651	-0.0334837306674163	-0.0455161233314304
102	0.0210671820153998	-0.0315577187001574	-0.041817326802618
103	0.0146112573963113	-0.0358579246561867	-0.0378759364273918
104	0.0137951487250947	-0.0347378086135304	-0.0352739056761097
105	0.0163206503685503	-0.0320360763161673	-0.034000193434293
106	0.0135532972559651	-0.0344458559234881	-0.0334269504723311
107	0.0163782111301787	-0.0354969294422296	-0.0295181270392316
108	0.0195837391407365	-0.0349813989914088	-0.0275689878059764
109	0.0188997362700192	-0.0348721657470317	-0.0301969672110182
110	0.0238874052528904	-0.0341015557956162	-0.0262546624243548
111	0.0283711798633676	-0.0316368607422379	-0.0193301185174823
112	0.032075044371197	-0.0281275037158079	-0.0132244919863859
113	0.0356110800773525	-0.0257024815921664	-0.00925122826995594
114	0.0324520049989558	-0.0310747684783523	-0.00867608872035306
115	0.0305011439206225	-0.0325378209908412	-0.00771828942579498
116	0.0307795778259508	-0.0288056983995424	-0.00574055055331727
117	0.02494809139735	-0.031575098267031	-0.00475192272629805
118	0.0197239411309675	-0.0318175584689185	-0.0108673713046591
119	0.0200247470238976	-0.0300767330628897	-0.0139643617384468
120	0.025216951882719	-0.0275051523712047	-0.0124654432726691
121	0.0275475289304233	-0.0288220975668924	-0.0105499678096588
122	0.0186964558643778	-0.0345867362066817	-0.00873224490380277
123	0.0145024229462585	-0.0359647747390494	-0.0118228014047429
124	0.0195990531280748	-0.0325016070325947	-0.0145851246065922
125	0.0220655041497998	-0.0264087325341675	-0.00932394579378494
126	0.0196520290441756	-0.0262397276153683	-0.00127038236771727
127	0.0197031783964516	-0.0277459644382959	0.00708594742948625
128	0.0253185976912114	-0.0201799991331977	0.018555528928663
129	0.0267668636628109	-0.0148649453179868	0.0237434118770987
130	0.0235450643172734	-0.0171384231681045	0.0216128277999528
131	0.0239623888789179	-0.0154364200122667	0.0210176991240602
132	0.0222772596625973	-0.0129652208566521	0.0211314214262229
133	0.0188261283683155	-0.0120465184686156	0.0243341383233151
134	0.0168629316261568	-0.0106533857431487	0.0294983169230956
135	0.0123117107839735	-0.0094459874303323	0.0325582652248674
136	0.00845055572245142	-0.00848302743530363	0.0331152401140918
137	0.00786987586483877	-0.00379584569654155	0.0363964828685327
138	0.00752393022810171	0.000104632460319116	0.0394394017462831
139	0.00696840037226746	-0.00150702674584191	0.038843017326974
140	0.00390372119207621	-0.00336382384183489	0.0359299924302258
141	0.00125095611620705	-0.00463042941071094	0.0333444914305897
142	0.000578296078393923	-0.00103459008313423	0.0354605254158113
143	-0.00242913960814579	-0.0005920616326098	0.0354340941097553
144	-0.00407196968995637	-0.00195789351192122	0.0346857302188886
145	-0.00460713185595361	0.0000233289536253882	0.0354758747236931
146	-0.00508038042045616	0.000957940301350066	0.0347400787806046
147	-0.00709517458467711	0.00188700695580538	0.0326770209977214
148	-0.0118178530817606	-0.00021550982697002	0.0314897364453558
149	-0.0179764437903702	-0.00401023509157131	0.0295493012338352
150	-0.0173006448871759	-0.000591612562642468	0.0279670743464893
151	-0.0148461653679812	0.00229869613739165	0.024562667649685
152	-0.0177567714759843	0.000732998806564627	0.0229207502617871
153	-0.0207779300755309	0.00178578392651653	0.0244764732442426
154	-0.0267930581362532	0.00243083448033439	0.0176130460367398
155	-0.0337244424988815	0.000850477916698329	0.00840003032048143
156	-0.0379326434625633	0.00076796804202335	0.00864592024264373
157	-0.0386207649828865	0.00114909557142275	0.00692214509656391
158	-0.0366805508098854	-0.000742143778777071	0.00435556664295978
159	-0.0358225497949091	0.0000457933608336829	0.00838486187614579
160	-0.0349773447225907	0.000402022670197611	0.00699112719742716
161	-0.0336767223304057	-0.000939350990226869	0.00658877900806764
162	-0.0338209256925944	-0.00209138094025407	0.0072744703138491
163	-0.0339035952396016	-0.00482194897589625	0.00581363991537809
164	-0.0355624544895335	-0.00406174237001733	0.00546534800568491
165	-0.0379580386308788	-0.00128791182478772	0.00423018523307082
166	-0.0369805603366376	0.00181723964624687	0.000242601509050808
167	-0.036301071552789	0.00177610600897352	-0.00313672641503205
